EquipID	Year	Make	Model	Description	Dept	SalePrice	SaleDate	AuctionHouse
65320	2006	FORD	E450	MEDIC AID VAN - 1ST REMOUNT	SFD	4100	2/25/2015 0:00	MURPHYS AUCTION
63955	2006	FORD	F250	PICKUP - CREW CAB	DPR	9449.99	4/22/2015 0:00	MURPHYS AUCTION
82468	2001	FORD	F250	PICKUP	DPR	3750	2/14/2013 0:00	MURPHYS AUCTION
53042	2005	FORD	F250	PICKUP	FAS	9001	4/22/2015 0:00	MURPHYS AUCTION
13962	2001	FORD	F250	PICKUP	DPR	3700	3/28/2013 0:00	MURPHYS AUCTION
13358	2001	FORD	F250	PICKUP - DUMP BODY	DPR	7499.99	4/21/2014 0:00	MURPHYS AUCTION
32908	2003	FORD	F350	PICKUP	SPD	6900	1/14/2015 0:00	BIDADOO ONLINE AUCTION
44605	2004	FORD	F350	PICKUP - CREW CAB - 4X4	SPU	10400	4/29/2014 0:00	BIDADOO ONLINE AUCTION
33977	2003	FORD	F350	PICKUP - CREW CAB	DPR	7650	12/24/2014 0:00	BIDADOO ONLINE AUCTION
965693	1996	FREIGHTLINER	FL70	TRUCK - AERIAL LIFT PLATFORM - CLASS 8	SDOT	6500	9/24/2014 0:00	BIDADOO ONLINE AUCTION
23805	2002	GMC	SONOMA	COMPACT PICKUP	DPR	2505	2/26/2013 0:00	BIDADOO ONLINE AUCTION
23551	2002	GMC	SONOMA	COMPACT PICKUP	SDOT	5600	10/23/2014 0:00	MURPHYS AUCTION
97625	2009	HARLEY-DAVIDSON	FLHPI ROAD KING	POLICE MOTORCYCLE	SPD	6600	1/7/2015 0:00	BIDADOO ONLINE AUCTION
24531	2002	FORD	4X4 RANGER	COMPACT PICKUP - 4X4	SPU	5100	3/12/2013 0:00	BIDADOO ONLINE AUCTION
25691	2002	PETERBILT	330	TRUCK - AERIAL LIFT - CLASS 8	SDOT	45300	2/11/2015 0:00	BIDADOO ONLINE AUCTION
47127	2004	RAMMER	S25	BREAKER 500 LB	SDOT	2200	4/21/2014 0:00	MURPHYS AUCTION
58029	2005	TORO	4000-D	MOWER - 11` ROTARY	DPR	8500	1/8/2015 0:00	MURPHYS AUCTION
11863	2001	TOYOTA	PRIUS	COMPACT SEDAN - HYBRID	DPR	7605	3/21/2013 0:00	BIDADOO ONLINE AUCTION
31068	2003	TOYOTA	PRIUS	COMPACT SEDAN - HYBRID	SPD	5864	12/3/2014 0:00	BIDADOO ONLINE AUCTION
82453	2001	TOYOTA	PRIUS	COMPACT SEDAN - HYBRID	DPR	6000	12/20/2013 0:00	MURPHYS AUCTION
W3838	2005	VERMEER	BC625A	CHIPPER	SPU	5250	11/8/2013 0:00	MURPHYS AUCTION
47002	2004	KUBOTA	L4330HST-F	TRACTOR - LOADER - BACKHOE	CEN	11500	1/8/2015 0:00	MURPHYS AUCTION
79933	2007	DODGE	CHARGER	PATROL CAR - DUI	SPD	7900	12/20/2013 0:00	MURPHYS AUCTION
68161	2006	JOHN DEERE	410G	BACKHOE LOADER - 18600 LB - BREAKER 4X4	SPU	29000	12/19/2014 0:00	MURPHYS AUCTION
3680	2000	FORD	F450	PICKUP - FLATBED - CLASS 4	SDOT	5500	6/27/2013 0:00	MURPHYS AUCTION
23635	2002	FORD	F450	PICKUP - FLATBED - CRANE - CLASS 4	SDOT	11900	8/20/2014 0:00	BIDADOO ONLINE AUCTION
5802	2000	FORD	F450	PICKUP - FLATBED - CLASS 4	DPR	19201	4/17/2013 0:00	BIDADOO ONLINE AUCTION
77301	2007	SEGWAY	I2	ELECTRIC PERSONAL MOBILITY DEVICE	SPD	1175	2/11/2015 0:00	BIDADOO ONLINE AUCTION
A0623	1991	CHEVROLET	C5500	WALKIN VAN - CLASS 3	SPL	12445.67	8/6/2013 0:00	BIDADOO ONLINE AUCTION
3011	2000	CHEVROLET	ASTRO	CARGO MINIVAN	DOIT	6100	10/23/2014 0:00	MURPHYS AUCTION
13439	2001	CHEVROLET	ASTRO	CARGO MINIVAN	DOIT	9300	12/19/2013 0:00	BIDADOO ONLINE AUCTION
24438	2002	CHEVROLET	BLAZER	MIDSIZE SUV - 4X4	SPU	5250	2/14/2013 0:00	MURPHYS AUCTION
3201	2000	CHEVROLET	C3500	PICKUP - CREW CAB	SPD	8400	4/22/2015 0:00	MURPHYS AUCTION
13424	2001	CHEVROLET	EXPRESS	CARGO VAN	DPR	5325	1/7/2015 0:00	BIDADOO ONLINE AUCTION
13182	2001	CHEVROLET	EXPRESS	CARGO VAN - PLUMBER WITH CRANE	FAS	6000	1/7/2015 0:00	BIDADOO ONLINE AUCTION
23018	2002	CHEVROLET	EXPRESS	CARGO VAN - PLUMBER	FAS	8322	1/7/2015 0:00	BIDADOO ONLINE AUCTION
34528	2003	CHEVROLET	EXPRESS	VAN CARGO	SPU	8500	10/23/2014 0:00	MURPHYS AUCTION
13052	2001	CHEVROLET	EXPRESS	CARGO VAN - CARPENTER	FAS	8601	1/7/2015 0:00	BIDADOO ONLINE AUCTION
3221	2000	CHEVROLET	G3500	CARGO VAN - P-PATCH VAN	DON	5700	2/11/2014 0:00	BIDADOO ONLINE AUCTION
11406	2001	CHEVROLET	MALIBU	MIDSIZE SEDAN	FAS	2887	10/23/2013 0:00	BIDADOO ONLINE AUCTION
983969	1998	CHEVROLET	P30	WALKIN VAN - CLASS 3	DPR	5500	9/27/2013 0:00	MURPHYS AUCTION
5334	1993	CLARKLIFT	TM15S	FORKLIFT - 3000 LB LIFT - ELECTRIC	SFD	4376.99	4/8/2015 0:00	BIDADOO ONLINE AUCTION
25668	2002	BLAZER	TRAILER	CREW TRAILER	SPU	8500	10/17/2014 0:00	MURPHYS AUCTION
P0320	2003	ALKOTA	TRAILER	TRAILER - SPRAYER	DPR	1600	1/8/2015 0:00	MURPHYS AUCTION
80413	2007	WELLS CARGO	TRAILER	TRAILER - JET BOAT	SFD	225	12/20/2013 0:00	MURPHYS AUCTION
985696	1998	CRAFCO	EZ POUR 200DC	TRAILER - ASPHALT CRACK SEALER	SDOT	3551	1/8/2014 0:00	BIDADOO ONLINE AUCTION
33405	2003	FORD	CLUB WAGON	PASSENGER VAN	DPR	7025	10/2/2014 0:00	BIDADOO ONLINE AUCTION
99219	2009	FORD	CROWN VICTORIA	PATROL CAR	SPD	310	6/25/2014 0:00	MURPHYS AUCTION
89120	2008	FORD	CROWN VICTORIA	PATROL CAR	SPD	1475	2/4/2015 0:00	BIDADOO ONLINE AUCTION
89112	2008	FORD	CROWN VICTORIA	PATROL CAR	SPD	2300	4/22/2015 0:00	MURPHYS AUCTION
89148	2008	FORD	CROWN VICTORIA	PATROL CAR	SPD	2057	2/25/2015 0:00	MURPHYS AUCTION
79953	2007	FORD	CROWN VICTORIA	PATROL CAR TRAINING	SPD	950	10/23/2014 0:00	MURPHYS AUCTION
69900	2006	FORD	CROWN VICTORIA	PATROL CAR	SPD	1900	4/21/2014 0:00	MURPHYS AUCTION
79927	2007	FORD	CROWN VICTORIA	PATROL CAR	SPD	2600	8/9/2013 0:00	MURPHYS AUCTION
79987	2007	FORD	CROWN VICTORIA	PATROL CAR	SPD	1825	7/2/2014 0:00	BIDADOO ONLINE AUCTION
79980	2007	FORD	CROWN VICTORIA	PATROL CAR	SPD	550	6/25/2014 0:00	MURPHYS AUCTION
79930	2007	FORD	CROWN VICTORIA	PATROL CAR	SPD	910	12/3/2014 0:00	BIDADOO ONLINE AUCTION
89153	2008	FORD	CROWN VICTORIA	PATROL CAR	SPD	1000	1/8/2015 0:00	MURPHYS AUCTION
89185	2008	FORD	CROWN VICTORIA	PATROL CAR	SPD	820	10/2/2014 0:00	BIDADOO ONLINE AUCTION
79988	2007	FORD	CROWN VICTORIA	PATROL CAR - SGT`S CAR	SPD	1300	1/8/2015 0:00	MURPHYS AUCTION
89192	2008	FORD	CROWN VICTORIA	FULLSIZE SEDAN	SPD	400	2/14/2013 0:00	MURPHYS AUCTION
33698	2003	FORD	EXPEDITION	FULLSIZE SUV - 4X4	SDOT	5684	10/11/2013 0:00	BIDADOO ONLINE AUCTION
34582	2003	FORD	EXPEDITION	FULLSIZE SUV - 4X4	SPU	4600	2/14/2013 0:00	MURPHYS AUCTION
34635	2003	FORD	F250	PICKUP - 4X4	SPU	14000	6/25/2014 0:00	MURPHYS AUCTION
23344	2002	FORD	F250	PICKUP	DPR	7250	3/15/2013 0:00	BIDADOO ONLINE AUCTION
23701	2002	FORD	F250	PICKUP	SDOT	4550	6/11/2014 0:00	BIDADOO ONLINE AUCTION
43997	2004	FORD	F250	PICKUP	DPR	7600	4/29/2015 0:00	BIDADOO ONLINE AUCTION
43478	2004	FORD	F250	PICKUP	SDOT	5220	12/19/2013 0:00	BIDADOO ONLINE AUCTION
44591	2004	FORD	F250	PICKUP - 4X4	SPU	9100	4/17/2013 0:00	BIDADOO ONLINE AUCTION
44630	2004	FORD	F250	PICKUP - 4X4	SPU	6150	2/25/2015 0:00	MURPHYS AUCTION
24562	2002	FORD	F350	PICKUP - SERVICE BODY	SPU	21500	6/25/2014 0:00	MURPHYS AUCTION
34598	2003	FORD	F350	PICKUP - SERVICE BODY - 4X4	SPU	11600	6/25/2014 0:00	BIDADOO ONLINE AUCTION
33167	2003	FORD	F350	PICKUP - CREW CAB	SPD	9010	4/22/2015 0:00	MURPHYS AUCTION
44008	2004	FORD	F350	PICKUP - CREW CAB - 4X4	SPU	11100	12/17/2014 0:00	BIDADOO ONLINE AUCTION
34703	2003	FREIGHTLINER	SPRINTER P2500SHC	PASSENGER VAN	SPU	16850.89	8/13/2014 0:00	BIDADOO ONLINE AUCTION
11673	2001	GMC	SAFARI	PASSENGER MINIVAN	SPU	6900	5/17/2013 0:00	MURPHYS AUCTION
97627	2009	HARLEY-DAVIDSON	FLHPI ROAD KING	POLICE MOTORCYCLE	SPD	7000	3/19/2015 0:00	BIDADOO ONLINE AUCTION
97621	2009	HARLEY-DAVIDSON	FLHPI ROAD KING	POLICE MOTORCYCLE	SPD	7800	2/11/2015 0:00	BIDADOO ONLINE AUCTION
97634	2009	HARLEY-DAVIDSON	FLHPI ROAD KING	POLICE MOTORCYCLE	SPD	7200	2/4/2015 0:00	BIDADOO ONLINE AUCTION
97624	2009	HARLEY-DAVIDSON	FLHPI ROAD KING	POLICE MOTORCYCLE	SPD	8911	4/24/2014 0:00	BIDADOO ONLINE AUCTION
7225	2000	INGERSOLL RAND	P185WJDU	AIR COMPRESSOR - TRAILER MOUNTED	SPU	10500	11/8/2013 0:00	MURPHYS AUCTION
80504	2005	JOHN DEERE	GATOR	UTILITY VEHICLE 4 WHEEL	DPR	5500	2/25/2015 0:00	MURPHYS AUCTION
5332	1992	SPARTAN	LADDER	FIRE AERIAL - REAR MOUNT	SFD	4750	10/23/2013 0:00	BIDADOO ONLINE AUCTION
38144	2003	FORD NEW HOLLAND	TL90 DELUXE	TRACTOR - 4X4	DPR	28259	5/21/2013 0:00	BIDADOO ONLINE AUCTION
27227	2002	PREMCO	TRIPLE L	TRAILER - HYDRAULIC LIFT - 7000 LB GVWR	SDOT	5600	2/11/2014 0:00	BIDADOO ONLINE AUCTION
58080	2005	TORO	4000-D	MOWER - 11` ROTARY	DPR	17000	10/23/2014 0:00	MURPHYS AUCTION
31052	2003	TOYOTA	PRIUS	COMPACT SEDAN - HYBRID	SPD	3850	4/29/2015 0:00	BIDADOO ONLINE AUCTION
41278	2004	TOYOTA	PRIUS	COMPACT SEDAN - HYBRID	DPD	8100	10/23/2014 0:00	MURPHYS AUCTION
32509	2003	TOYOTA	PRIUS	SEDAN COMPACT - HYBRID	SPU	5600	2/5/2014 0:00	BIDADOO ONLINE AUCTION
31283	2003	TOYOTA	PRIUS	COMPACT SEDAN - HYBRID	SPL	5800	12/17/2013 0:00	BIDADOO ONLINE AUCTION
31270	2003	TOYOTA	PRIUS	SEDAN COMPACT - HYBRID	FAS	6750	9/27/2013 0:00	MURPHYS AUCTION
41992	2004	TORO	WORKMAN 3300	UTILITY VEHICLE 4 WHEEL	CEN	3500	12/20/2013 0:00	MURPHYS AUCTION
76515	2007	PETERBILT	335	TRUCK - CRANE - CLASS 8	SPU	110000	11/8/2013 0:00	MURPHYS AUCTION
E0943	1994	WESTMARK	ASPHALT TANKER	TRAILER - ASPHALT TANKER - 7400 GALLON	SDOT	15600	7/9/2014 0:00	BIDADOO ONLINE AUCTION
65735	2006	STERLING	SC8000	SWEEPER - REGENERATIVE AIR	SDOT	42000	1/8/2015 0:00	MURPHYS AUCTION
75736	2007	STERLING	SC8000	SWEEPER - REGENERATIVE AIR	SDOT	45100	10/18/2013 0:00	BIDADOO ONLINE AUCTION
51161	2005	TAYLOR DUNN	SC-100-36	STOCK CHASER - ELECTRIC - 36 V	CEN	1905	9/26/2013 0:00	BIDADOO ONLINE AUCTION
84616	2008	FORD	ESCAPE HYBRID	COMPACT SUV - HYBRID	CEN	8200	3/28/2014 0:00	BIDADOO ONLINE AUCTION
90008	2009	CATERPILLAR	963	SOLID WASTE TRACK LOADER	SPU	52250	4/11/2014 0:00	MURPHYS AUCTION
6503	1993	CATERPILLAR	UNKNOWN	CRAWLER TRACTOR	SPU	42000	11/8/2013 0:00	MURPHYS AUCTION
54500	2005	CHEVROLET	ASTRO	CARGO MINIVAN	SPU	8400	6/25/2014 0:00	BIDADOO ONLINE AUCTION
23330	2002	CHEVROLET	EXPRESS	PASSENGER VAN	DPR	7250	3/28/2013 0:00	MURPHYS AUCTION
15330	2001	CHEVROLET	EXPRESS	VAN CARGO	SFD	5500	10/23/2014 0:00	MURPHYS AUCTION
23323	2002	CHEVROLET	EXPRESS	CARGO VAN	DPR	6500	1/29/2014 0:00	BIDADOO ONLINE AUCTION
3039	2000	CHEVROLET	G3500	CARGO VAN - PLUMBER	FAS	7065	11/6/2014 0:00	BIDADOO ONLINE AUCTION
3180	2000	CHEVROLET	G3500	CARGO VAN - PLUMBER WITH CRANE	FAS	6000	1/8/2015 0:00	MURPHYS AUCTION
23548	2002	CHEVROLET	TRACKER	COMPACT SUV - 4X4	SPU	6250	2/14/2013 0:00	MURPHYS AUCTION
15925	2001	VALLEY TRUCK	TRAILER	TRAILER - TILT DECK - 9000 LB GVWR	DPR	2381	2/14/2013 0:00	BIDADOO ONLINE AUCTION
21271	2002	DODGE	NEON	SUBCOMPACT SEDAN	SPU	3900	9/27/2013 0:00	MURPHYS AUCTION
21307	2002	DODGE	NEON	SUBCOMPACT SEDAN	DPR	3400	3/28/2013 0:00	BIDADOO ONLINE AUCTION
12412	2001	PLYMOUTH	NEON	SUBCOMPACT SEDAN	DPD	4500	11/8/2013 0:00	MURPHYS AUCTION
99239	2009	FORD	CROWN VICTORIA	PATROL CAR	SPD	270	6/25/2014 0:00	MURPHYS AUCTION
59808	2005	FORD	CROWN VICTORIA	PATROL CAR	SPD	460	6/25/2014 0:00	MURPHYS AUCTION
89126	2008	FORD	CROWN VICTORIA	PATROL CAR	SPD	1915	1/28/2015 0:00	BIDADOO ONLINE AUCTION
89123	2008	FORD	CROWN VICTORIA	PATROL CAR	SPD	800	1/8/2015 0:00	MURPHYS AUCTION
79959	2007	FORD	CROWN VICTORIA	PATROL CAR	SPD	850	6/25/2014 0:00	MURPHYS AUCTION
69887	2006	FORD	CROWN VICTORIA	PATROL CAR ACTIVE SPARE RESERVE	SPD	2005	3/31/2015 0:00	BIDADOO ONLINE AUCTION
79914	2007	FORD	CROWN VICTORIA	PATROL CAR - HALF SCREEN	SPD	2425	6/11/2014 0:00	BIDADOO ONLINE AUCTION
79924	2007	FORD	CROWN VICTORIA	PATROL CAR - SGT`S CAR	SPD	550	6/25/2014 0:00	MURPHYS AUCTION
89160	2008	FORD	CROWN VICTORIA	PATROL CAR	SPD	2450	4/22/2015 0:00	MURPHYS AUCTION
89151	2008	FORD	CROWN VICTORIA	PATROL CAR	SPD	1575	1/28/2015 0:00	BIDADOO ONLINE AUCTION
79984	2007	FORD	CROWN VICTORIA	PATROL CAR	SPD	1509	7/30/2014 0:00	BIDADOO ONLINE AUCTION
69882	2006	FORD	CROWN VICTORIA	PATROL CAR (FORMER) SPARE RESERVE	SPD	1000	8/9/2013 0:00	MURPHYS AUCTION
33313	2003	FORD	F250	PICKUP	DPR	8100	4/21/2014 0:00	MURPHYS AUCTION
43312	2004	FORD	F250	PICKUP - DUMP BODY	DPR	8400	3/31/2015 0:00	BIDADOO ONLINE AUCTION
43598	2004	FORD	F250	PICKUP	SDOT	7000	2/19/2014 0:00	BIDADOO ONLINE AUCTION
13782	2001	FORD	F250	PICKUP	DPR	6600	10/23/2014 0:00	MURPHYS AUCTION
31378	2011	FORD	F350	TRUCK 2WD CREW CAB	SDOT	4200	12/20/2013 0:00	MURPHYS AUCTION
56598	2006	FORD	F550	TRUCK - SERVICE BODY - CLASS 5	SPU	16000	8/8/2014 0:00	MURPHYS AUCTION
73032	2007	FORD	RANGER	COMPACT PICKUP	FAS	10250	11/8/2013 0:00	MURPHYS AUCTION
81723	1998	FORD	SUPER CLUB	PASSENGER VAN	DPR	3750	1/8/2015 0:00	MURPHYS AUCTION
13352	2001	GMC	SONOMA	COMPACT PICKUP	DPR	1727	2/26/2013 0:00	BIDADOO ONLINE AUCTION
23364	2002	GMC	SONOMA	COMPACT PICKUP	DPR	6100	3/20/2013 0:00	BIDADOO ONLINE AUCTION
13452	2001	GMC	SONOMA	COMPACT PICKUP	DPR	2850	1/29/2013 0:00	BIDADOO ONLINE AUCTION
13407	2001	GMC	SONOMA	COMPACT PICKUP	DPR	4651	3/20/2013 0:00	BIDADOO ONLINE AUCTION
13612	2001	GMC	SONOMA	COMPACT PICKUP	SDOT	5500	10/22/2014 0:00	BIDADOO ONLINE AUCTION
13403	2001	GMC	SONOMA	COMPACT PICKUP	DPR	2390	2/14/2013 0:00	BIDADOO ONLINE AUCTION
31268	2003	HONDA	CIVIC GX	SUBCOMPACT SEDAN - DEDICATED CNG	SFD	7400	4/11/2014 0:00	MURPHYS AUCTION
6575	2000	INGERSOLL RAND	P185WJDU	AIR COMPRESSOR - TRAILER MOUNTED	SPU	10500	11/8/2013 0:00	MURPHYS AUCTION
983676	1998	INTERNATIONAL	4700LP	TRUCK - FLATBED - CLASS 6	SDOT	13100	7/31/2013 0:00	BIDADOO ONLINE AUCTION
965408	1996	EMERGENCY ONE	PUMPER	FIRE PUMPER	SFD	5300.23	11/6/2014 0:00	BIDADOO ONLINE AUCTION
45675	2004	TORO	DINGO 320D	COMPACT UTILITY LOADER - TRENCHER	SDOT	4600	6/25/2014 0:00	MURPHYS AUCTION
18143	2001	KUBOTA	L35	TRACTOR - LOADER	DPR	13999	4/17/2013 0:00	BIDADOO ONLINE AUCTION
985717	1998	PETERBILT	320	TRUCK - EDUCTOR - VACTOR	SPU	45000	11/8/2013 0:00	MURPHYS AUCTION
11852	2001	TOYOTA	PRIUS	COMPACT SEDAN - HYBRID	DPR	5660.99	10/11/2013 0:00	BIDADOO ONLINE AUCTION
52084	2005	TOYOTA	PRIUS	SEDAN COMPACT HYBRID	SFD	7500	10/23/2014 0:00	MURPHYS AUCTION
52147	2005	TOYOTA	PRIUS	COMPACT SEDAN - HYBRID	DPD	8500	10/23/2014 0:00	MURPHYS AUCTION
51848	2005	TOYOTA	PRIUS	COMPACT SEDAN - HYBRID	DPD	8500	10/23/2014 0:00	MURPHYS AUCTION
11053	2001	TOYOTA	PRIUS	COMPACT SEDAN - HYBRID	DPR	6000	12/20/2013 0:00	MURPHYS AUCTION
975760	1997	TRAILKING	503 DFP	TRAILER - LOWBOY - 100000 LB GVWR	SDOT	26100	12/3/2013 0:00	BIDADOO ONLINE AUCTION
985680	1998	TRAILMAX	7-12-UT	TRAILER - TILTDECK - 14500 LB GVWR	SDOT	4500	1/8/2015 0:00	MURPHYS AUCTION
41451	2004	JEEP	LIBERTY	SUV COMPACT	SPU	3750	1/8/2015 0:00	MURPHYS AUCTION
42906	2004	DODGE	STRATUS	MIDSIZE SEDAN	DPR	3000	1/8/2015 0:00	MURPHYS AUCTION
55758	2005	STERLING	SC8000	SWEEPER - MECHANICAL	SDOT	44101	4/24/2013 0:00	BIDADOO ONLINE AUCTION
55756	2005	STERLING	SC8000	SWEEPER - MECHANICAL	SDOT	44255	4/24/2013 0:00	BIDADOO ONLINE AUCTION
75744	2007	STERLING	SC8000	SWEEPER - REGENERATIVE AIR M6000	SDOT	47100	9/6/2013 0:00	BIDADOO ONLINE AUCTION
57145	2005	BOMAG	BW90AD-2	ROLLER - 1.5 TON DOUBLE DRUM	SDOT	19600	2/17/2015 0:00	BIDADOO ONLINE AUCTION
45651	2004	CASE	590M	BACKHOE LOADER - 15200 LB - BREAKER	SDOT	23700	4/21/2014 0:00	MURPHYS AUCTION
77428	2007	EZEE	TORQ2	ELECTRIC BICYCLE	FAS	600	3/28/2013 0:00	MURPHYS AUCTION
81998	2008	TORO	WORKMAN 4300	UTILITY VEHICLE 4 WHEEL	CEN	8988	1/28/2015 0:00	BIDADOO ONLINE AUCTION
68157	2006	KUBOTA	RTV900T6T2	UTILITY VEHICLE 4 WHEEL	DPR	2750	12/20/2013 0:00	MURPHYS AUCTION
23689	2002	FORD	F450	PICKUP DUMPING FLATBED PLOW CLASS 4	SDOT	15700	6/25/2014 0:00	MURPHYS AUCTION
23645	2002	FORD	F450	PICKUP - DUMP BODY - CLASS 4	SDOT	11000	6/27/2013 0:00	MURPHYS AUCTION
23651	2002	FORD	F450	PICKUP - DUMP BODY - CRANE - CLASS 4	SDOT	15859	11/12/2014 0:00	BIDADOO ONLINE AUCTION
993908	1999	FORD	F450	PICKUP - FLATBED - CRANE - CLASS 4	DPR	7500	3/28/2013 0:00	MURPHYS AUCTION
EG0002	1999	CATERPILLAR	963	SOLID WASTE CRAWLER LOADER	SPU	7500	4/11/2014 0:00	MURPHYS AUCTION
71990	2007	TORO	WORKMAN E2065	UTILITY VEHICLE - ELECTRIC	CEN	2200	1/8/2015 0:00	MURPHYS AUCTION
77304	2007	SEGWAY	I2	ELECTRIC PERSONAL MOBILITY DEVICE	SPD	785	2/17/2015 0:00	BIDADOO ONLINE AUCTION
77303	2007	SEGWAY	I2	ELECTRIC PERSONAL MOBILITY DEVICE	SPD	2393	2/4/2015 0:00	BIDADOO ONLINE AUCTION
77302	2007	SEGWAY	I2	ELECTRIC PERSONAL MOBILITY DEVICE	SPD	1325	2/11/2015 0:00	BIDADOO ONLINE AUCTION
